sku	name	url	source
2812-0004-0007	2812 Series Zinc-Plated Steel Nylock Nut (M4 x 0.7mm, 7mm Hex)		inferred
2822-0004-0010	Premium M4 Socket Head Thread-Locking Screw (10mm Length) - 25 Pack	https://www.gobilda.com/premium-m4-socket-head-thread-locking-screw-10mm-length-25-pack/	gobilda.com
2824-0001-0021	E-Clip (mecanum roller pin, internal to 3625 wheels)		inferred
2824-0001-0060	E-Clip (8mm REX shaft, ships installed on 2106 shafts)		inferred
2909-0101-0100	Zip Tie (100mm Length, Black) - 100 Pack	https://www.gobilda.com/zip-tie-100mm-length-black-100-pack/	gobilda.com
2909-0102-0250	goBILDA® Hook & Loop Cinch-Strap (20mm Width x 250mm Length) - 4 Pack	https://www.gobilda.com/gobilda-hook-loop-cinch-strap-20mm-width-x-250mm-length-4-pack/	gobilda.com
2920-0001-4008	2920 Series Steel Set-Screw Collar (8mm REX® Bore) - 2 Pack	https://www.gobilda.com/2920-series-steel-set-screw-collar-8mm-rex-bore-2-pack/	gobilda.com
3100-0012-0020	12V NiMH Nested Battery (3000mAh, MH-FC XT30 Connector)	https://www.gobilda.com/12v-nimh-nested-battery-3000mah-mh-fc-xt30-connector/	gobilda.com
3200-2627-0004	goBILDA build 3200-2627-0004 (this STEP assembly; no product page found)		unknown
3217-0001-2501	Compact ServoBlock® (43mm Width, For Standard Size H25T Spline Servo, Hub-Shaft)	https://www.gobilda.com/compact-servoblock-43mm-width-for-standard-size-h25t-spline-servo-hub-shaft/	gobilda.com
3613-0014-0072	GripForce Gecko™ Wheel (14mm Bore, 72mm Diameter, 30A Durometer)	https://www.gobilda.com/gripforce-gecko-wheel-14mm-bore-72mm-diameter-30a-durometer/	gobilda.com
3613-4008-0048	GripForce Gecko™ Wheel (8mm REX® Bore, 48mm Diameter, 30A Durometer)	https://www.gobilda.com/gripforce-gecko-wheel-8mm-rex-bore-48mm-diameter-30a-durometer/	gobilda.com
3618-4008-0016	Intake Roller Wheel (8mm REX®, 16mm Diameter, 16mm Width, 30A Durometer) - 8 Pack	https://www.gobilda.com/intake-roller-wheel-8mm-rex-16mm-diameter-16mm-width-30a-durometer-8-pack/	gobilda.com
3625-0001-0104	GripForce™ Mecanum Wheel (Ø104mm, 40A, one of the four in set 3625-0202-0104)		inferred
3625-0100-0104	GripForce™ Mecanum Wheel (Ø104mm, 40A, one of the four in set 3625-0202-0104)		inferred
3625-0202-0104	GripForce™ Mecanum Wheel Set (Ø104mm, 40A Durometer Rollers)	https://www.gobilda.com/gripforce-mecanum-wheel-set-o104mm-40a-durometer-rollers/	gobilda.com
3626-0014-0096	Hogback Traction Wheel (96mm Diameter, 50A Durometer)	https://www.gobilda.com/hogback-traction-wheel-96mm-diameter-50a-durometer/	gobilda.com
5000-0002-0001	5000 Series 12VDC Motor	https://www.gobilda.com/5000-series-12vdc-motor/	gobilda.com
5103-0024-0019	5103 Series Planetary Gearbox (19.2:1 Ratio, 24mm Length 8mm REX® Shaft)	https://www.gobilda.com/5103-series-planetary-gearbox-19-2-1-ratio-24mm-length-8mm-rex-shaft/	gobilda.com
5103-0024-0051	5103 Series Planetary Gearbox (50.9:1 Ratio, 24mm Length 8mm REX® Shaft)	https://www.gobilda.com/5103-series-planetary-gearbox-50-9-1-ratio-24mm-length-8mm-rex-shaft/	gobilda.com
5203-2402-0019	5203 Series Yellow Jacket Planetary Gear Motor (19.2:1 Ratio, 24mm Length 8mm REX® Shaft, 312 RPM, 3.3 - 5V Encoder)	https://www.gobilda.com/5203-series-yellow-jacket-planetary-gear-motor-19-2-1-ratio-24mm-length-8mm-rex-shaft-312-rpm-3-3-5v-encoder/	gobilda.com
5203-2402-0051	5203 Series Yellow Jacket Planetary Gear Motor (50.9:1 Ratio, 24mm Length 8mm REX® Shaft, 117 RPM, 3.3 - 5V Encoder)	https://www.gobilda.com/5203-series-yellow-jacket-planetary-gear-motor-50-9-1-ratio-24mm-length-8mm-rex-shaft-117-rpm-3-3-5v-encoder/	gobilda.com
